"sampleid","date","site","plot","vegplot_area_cm2","LAI","chlorophyll","brown","junc_live_cover","spal_live_cover","dead_cover","bare_cover","avg_thatch_ht_cm","water_depth_cm","spal_tot_live_stem_ht_cm","spal_live_stem_count","junc_tot_live_stem_ht_cm","junc_live_stem_count","notes","zone","survey","stemsm2","species","live_stem_count","dead_stem_count","live__stem_cm","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","area","bg.total","ag.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","percentN","percentC","CN_ratio","agm2.allom","agm2.allom.new","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"40sk1",2016-09-12,"skida","sk1",625,NA,26.3,"no",5,45,5,50,0,0,736.5,20,0,0,"","med",40,320,"spal",3,0,98.6,6.45,0,11.29,6.72,2.43,0.83,45.6036731187748,13.72,6.45,7.55,1.17054263565891,1.17054263565891,1655.56839694382,2.12713178294574,2.12713178294574,3008.52959020784,1414.35975632949,0.57,42.48,74.35,348.604275731526,403.051763586014,3008.52959020784,1414.35975632949,1655.56839694382,1463.46666666667,688,741.527234579309,741.527234579309,857.344216496142,857.344216496142,408.056167716748,408.056167716748,471.789273654947,471.789273654947,805.333333333333,148.087096330752,1878.84339440906
"40sk2",2016-09-12,"skida","sk2",625,NA,34.6,"no",5,40,10,50,0,0,521,8,0,0,"","med",40,128,"spal",3,1,76,5.84,0.26,5.88,4.26,4.39,2.61,45.6036731187748,10.27,6.1,6.87,1.12622950819672,1.1763698630137,1506.45760092769,1.75856164383562,1.68360655737705,2252.01158100835,1337.61155249766,0.54,38.45,71.08,403.267265511618,324.600659096632,2252.01158100835,1337.61155249766,1506.45760092769,438.186666666667,260.266666666667,678.943412590871,709.170345343204,546.499798184002,570.830268651098,454.171494108986,474.39145788781,365.574840654731,381.850432875661,293.12,155.056263589217,1380.21009483306
"40sk3",2016-09-12,"skida","sk3",625,NA,29.8,"yes",5,45,5,50,30,0,469,20,0,0,"","med",40,320,"spal",3,0,44,0.81,0,3.88,2.59,5.17,4.67,45.6036731187748,9.05,0.81,7.26,8.96296296296296,8.96296296296296,1591.97702805459,11.1728395061728,11.1728395061728,1984.48927050882,177.617271725099,1.16,38.72,33.38,150.036827009521,231.531022698066,1984.48927050882,177.617271725099,1591.97702805459,965.333333333333,86.4,1676.3373881928,1676.3373881928,2586.85895730555,2586.85895730555,1344.77452356682,1344.77452356682,2075.2039812197,2075.2039812197,774.4,58.0942594180866,837.167653152973
"40sk4",2016-09-12,"skida","sk4",625,NA,37.7,"no",0,20,45,35,0,0,910,18,0,0,"","med",40,288,"spal",1,1,39,3.81,0.86,3.68,2.53,0.68,0.51,45.6036731187748,4.36,4.67,3.04,0.650963597430407,0.797900262467192,666.612970425062,1.14435695538058,0.933618843683084,956.06333916226,1024.04031969903,0.48,36.41,75.12,525.412188957274,528.425450783182,956.06333916226,1024.04031969903,666.612970425062,1255.68,1344.96,490.534720311288,601.25909287499,493.347958332907,604.707340003852,342.024208657412,419.22652347247,343.985732415605,421.630805874245,875.52,191.302577999343,720.955742191394
"40sk5",2016-09-12,"skida","sk5",625,NA,34.8,"no",0,20,35,45,0,0,506.5,9,0,0,"","med",40,144,"spal",2,2,37,0.75,0.98,4.59,3.47,0.44,0.24,45.6036731187748,5.03,1.73,3.71,2.14450867052023,4.94666666666667,813.530960617427,6.70666666666667,2.90751445086705,1102.98132935463,379.35540751163,0.84,37.82,45,326.408424773098,302.296463151352,1102.98132935463,379.35540751163,813.530960617427,362.16,124.56,949.037211912532,2189.11250214491,878.931335058555,2027.4016128684,699.985697056758,1614.63367454426,648.277386295674,1495.35983772202,267.12,123.447666249186,560.619753882818
"40sk6",2016-09-12,"skida","sk6",625,NA,31.3,"no",0,20,20,60,0,0,707.5,11,0,0,"","med",40,176,"spal",7,0,112,3.96,0,3.29,2.29,0.63,0.35,45.6036731187748,3.92,3.96,2.64,0.666666666666667,0.666666666666667,578.900737474396,0.98989898989899,0.98989898989899,859.579882916527,868.351106211593,0.65,42.55,65.13,514.381411290286,436.107420309715,859.579882916527,868.351106211593,578.900737474396,98.56,99.5657142857143,509.185639459071,509.185639459071,431.702294852041,431.702294852041,342.920940860191,342.920940860191,290.738280206477,290.738280206477,66.3771428571429,218.869290504017,735.234635874015
"40sk7",2016-09-12,"skida","sk7",2500,NA,36.4,"no",0,25,40,35,0,0,1103,19,0,0,"","tall",40,76,"spal",3,0,114,7.72,0,5.24,3.84,1.32,6.87,45.6036731187748,6.56,7.72,10.71,1.38730569948187,1.38730569948187,2348.49503725408,0.849740932642487,0.849740932642487,1438.48062039092,1692.84609594785,0.69,42.01,61.27,264.708833153922,297.19956853418,1438.48062039092,1692.84609594785,2348.49503725408,166.186666666667,195.573333333333,224.933930762918,224.933930762918,252.542638547179,252.542638547179,367.23207293763,367.23207293763,412.30665531102,412.30665531102,271.32,111.204180807962,1315.47035353392
"40sk8",2016-09-12,"skida","sk8",2500,NA,38.6,"no",0,25,15,60,0,0,1235,20,0,0,"","tall",40,80,"spal",5,1,161,15,1.1,4.67,2.84,1.06,0.57,45.6036731187748,5.73,16.1,3.41,0.211801242236025,0.227333333333333,747.746785904428,0.382,0.355900621118012,1256.47773701829,3530.41737626431,0.43,42.76,100.23,313.281123905619,343.520300232411,1256.47773701829,3530.41737626431,747.746785904428,91.68,257.6,111.496946582559,119.673389331947,122.259088219361,131.224754688781,66.3533312123082,71.2192421678774,72.7580263225169,78.0936149195015,54.56,133.959008582043,2046.87635043964
"40sk9",2016-09-12,"skida","sk9",2500,NA,41.5,"no",0,30,10,60,40,0,1673.5,23,0,0,"","tall",40,92,"spal",2,1,132.5,15.56,1.72,6.96,4.37,1.52,1,45.6036731187748,8.48,17.28,5.37,0.310763888888889,0.345115681233933,1177.53672736269,0.544987146529563,0.490740740740741,1859.49933855412,3789.16846346877,0.63,40.42,63.88,452.42881908336,484.817050514676,1859.49933855412,3789.16846346877,1177.53672736269,390.08,794.88,222.025253809427,246.56789111998,237.919478493313,264.219060948872,140.598539263753,156.140280107818,150.663632017582,167.317966662199,247.02,182.871728673494,2283.19152557765
"40t1",2016-09-13,"fluxa","t1",2500,NA,38.8,"no",0,70,10,20,0,0,NA,NA,0,0,"","med",40,NA,"spal",2,1,120,18.35,2.88,6.61,5.32,11.59,9.42,45.6036731187748,18.2,21.23,14.74,0.694300518134715,0.803269754768392,3232.19578423204,0.991825613079019,0.857277437588318,3990.9065992553,4655.3267638566,0.88,42.63,48.45,640.855082030489,661.171273139392,3990.9065992553,4655.3267638566,3232.19578423204,695.76,864.84,944.193154191587,552.287009981286,974.125675758704,569.795443254834,421.858615112956,445.136444806848,435.232247445584,459.248023751623,561.12,273.196521469597,4052.32818678192
"40t2",2016-09-13,"fluxa","t2",2500,NA,33.2,"no",0,75,10,15,0,0,NA,NA,0,0,"","med",40,NA,"spal",5,0,197,28.81,0,7.13,5.48,12.73,10.71,45.6036731187748,19.86,28.81,16.19,0.561957653592503,0.561957653592503,3550.15262867821,0.689343977785491,0.689343977785491,4354.91236600057,6317.47357827172,1.13,42.57,37.74,674.96211345099,690.807029513915,4354.91236600057,6317.47357827172,3550.15262867821,695.76,864.84,994.444180484459,581.680348554624,1017.78902348383,595.335450247929,444.31040717034,468.82710925681,454.740712764092,479.832950986528,561.12,287.331371696086,4046.6246988343
"40t3",2016-09-13,"fluxa","t3",2500,NA,37.7,"no",0,60,10,30,0,0,NA,NA,0,0,"","med",40,NA,"spal",5,0,164,22.03,0,10.37,8.47,9.55,7.36,45.6036731187748,19.92,22.03,15.83,0.718565592374036,0.718565592374036,3471.21161902261,0.90422151611439,0.90422151611439,4368.06920094317,4830.75122975793,1.02,38.33,37.71,665.572738866645,665.956973100682,4368.06920094317,4830.75122975793,3471.21161902261,579.8,720.7,980.61050193019,573.588613371138,981.176607035005,573.91974529503,438.129620483936,462.305271576764,438.382552116055,462.572159779274,467.6,255.114030807585,3643.5782172027
"40t4",2016-09-13,"fluxa","t4",2500,NA,35.4,"no",0,80,5,15,0,0,NA,NA,0,0,"","med",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,41.1766666666667,41.1766666666667,841.736830155437,829.028751583296,4237.96272206635,5267.85052396208,3417.85334397762,657.106666666667,816.793333333333,1240.15892976234,725.406305033492,1221.43569399939,714.454520591091,554.093965103406,584.668438379569,545.728559916629,575.84143665243,529.946666666667,NA,NA
"40t5",2016-09-13,"fluxa","t5",2500,NA,39.2,"no",0,55,10,35,0,0,NA,NA,0,0,"","med",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,41.1766666666667,41.1766666666667,463.500773256565,481.184033271657,4237.96272206635,5267.85052396208,3417.85334397762,541.146666666667,672.653333333333,682.891139264672,399.443592418456,708.944475686908,414.68297348026,305.11078056879,321.946555715753,316.751221270319,334.229306865628,436.426666666667,NA,NA
"40t6",2016-09-13,"fluxa","t6",2500,NA,43.6,"no",0,60,5,35,0,0,NA,NA,0,0,"","med",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,41.1766666666667,41.1766666666667,600.211988989361,635.017629019791,4237.96272206635,5267.85052396208,3417.85334397762,734.413333333333,912.886666666667,884.312330444325,517.260912878404,935.592640089159,547.256310280865,395.10429978489,416.905847204407,418.015968137172,441.08176356491,592.293333333333,NA,NA
"40ug1",2016-09-14,"ugami","ug1",625,NA,39.9,"no",0,50,20,30,0,0.5,521,18,0,0,"","med",40,288,"spal",5,0,110,6.29,0,11.22,8.68,4.22,1.84,45.6036731187748,15.44,6.29,10.52,1.6724960254372,1.6724960254372,2306.83172660252,2.45468998410175,2.45468998410175,3385.69219189571,1379.27486314922,0.6,41.52,69.44,186.403501209448,267.32751026044,3385.69219189571,1379.27486314922,2306.83172660252,889.344,362.304,457.56280742033,457.56280742033,656.20616191116,656.20616191116,311.75911490038,311.75911490038,447.104198400609,447.104198400609,605.952,77.3947337021628,1978.41432125466
"40ug2",2016-09-14,"ugami","ug2",625,NA,43.9,"no",0,40,10,50,0,0.5,746,16,0,0,"","med",40,256,"spal",2,0,68,4.02,0,8.09,4.91,4.7,2.35,45.6036731187748,12.79,4.02,7.26,1.80597014925373,1.80597014925373,1591.97702805459,3.181592039801,3.181592039801,2804.59864859755,881.507941154193,1.06,38.69,36.55,402.868253815093,426.051953104856,2804.59864859755,881.507941154193,1591.97702805459,1637.12,514.56,1281.76242942663,1281.76242942663,1355.52350254008,1355.52350254008,727.568040472033,727.568040472033,769.437109338621,769.437109338621,929.28,155.869727401059,1426.15463957495
"40ug3",2016-09-14,"ugami","ug3",625,NA,62.2,"yes",0,50,20,30,0,0.5,633,21,0,0,"","med",40,336,"spal",2,1,66,0.85,0.7,9.12,5.37,4.87,1.01,45.6036731187748,13.99,1.55,6.38,4.11612903225806,7.50588235294118,1399.01011556312,16.4588235294118,9.0258064516129,3067.73534744954,339.884902683831,1.11,40.68,36.67,221.370187565626,324.077766528046,3067.73534744954,339.884902683831,1399.01011556312,2350.32,260.4,1998.04446712458,3643.49285181541,2925.06319595314,5333.93876909102,911.188255915285,1661.57858431611,1333.94590351544,2432.48958876345,1071.84,90.0533923016965,1386.21991775426
"40ug4",2016-09-14,"ugami","ug4",625,NA,61.1,"yes",0,80,10,10,0,0.5,933,42,0,0,"","med",40,672,"spal",2,0,32.5,0.9,0,4.49,2.19,3.99,0.7,45.6036731187748,8.48,0.9,2.89,3.21111111111111,3.21111111111111,633.720883068562,9.42222222222222,9.42222222222222,1859.49933855412,197.352524138998,1.29,41.13,31.89,280.531206833174,453.547425786082,1859.49933855412,197.352524138998,633.720883068562,2849.28,302.4,2643.22737105035,2643.22737105035,4273.4246340733,4273.4246340733,900.816875275415,900.816875275415,1456.39117835753,1456.39117835753,971.04,115.382485370485,845.98317112568
"40ug5",2016-09-14,"ugami","ug5",625,NA,48.7,"no",0,20,20,60,0,0.5,286,11,0,0,"","med",40,176,"spal",3,0,106.5,8.81,0,7.48,5.92,12.27,6.79,45.6036731187748,19.75,8.81,12.71,1.44267877412032,1.44267877412032,2787.05620200741,2.24177071509648,2.24177071509648,4330.79150193913,1931.86193073842,0.98,42.66,43.46,104.028451259906,145.607907801906,4330.79150193913,1931.86193073842,2787.05620200741,1158.66666666667,516.853333333333,233.207935571299,233.207935571299,326.419543596781,326.419543596781,150.079638537276,150.079638537276,210.065437929878,210.065437929878,745.653333333333,44.3785373074759,2671.64795438024
"40ug6",2016-09-14,"ugami","ug6",625,NA,46.7,"no",0,40,30,30,0,0.5,580,21,0,0,"","med",40,336,"spal",3,1,148,8.56,3.44,12.39,9.94,10.24,5.59,45.6036731187748,22.63,12,15.53,1.29416666666667,1.8142523364486,3405.42744430961,2.64369158878505,1.88583333333333,4962.31957918393,2631.36698851998,1.33,42.08,31.66,251.771176991474,306.771152035565,4962.31957918393,2631.36698851998,3405.42744430961,2534.56,1344,474.798477943087,665.60534291087,578.519264213736,811.008314318321,325.833864889799,456.776446107194,397.01299925936,556.560279335552,1739.36,105.945311278012,3195.42330768981
"40ug7",2016-09-14,"ugami","ug7",625,NA,54,"no",0,70,10,20,0,0.5,794,23,0,0,"","med",40,368,"spal",4,2,110.5,3.06,2.73,9.54,6.16,12.89,8.86,45.6036731187748,22.43,5.79,15.02,2.59412780656304,4.90849673202614,3293.59434729751,7.33006535947712,3.87392055267703,4918.4634627086,1269.63457196089,1.55,38.41,24.84,327.339628352499,422.073966795986,4918.4634627086,1269.63457196089,3293.59434729751,2063.56,532.68,1268.08771398041,2399.42087057077,1635.08101472089,3093.82976314835,849.160832099229,1606.74549603089,1094.91381369183,2071.74868669141,1381.84,125.731151250195,2376.84845511655
"40ug8",2016-09-14,"ugami","ug8",625,NA,44.8,"no",0,60,10,30,0,0.5,592,21,0,0,"","med",40,336,"spal",1,0,58.5,3.68,0,6.74,3.31,5.09,3.5,45.6036731187748,11.83,3.68,6.81,1.85054347826087,1.85054347826087,1493.30076598509,3.21467391304348,3.21467391304348,2594.08928951595,806.952543146127,1.28,41.88,32.64,217.988518388493,304.913620156515,2594.08928951595,806.952543146127,1493.30076598509,3974.88,1236.48,700.762003406486,700.762003406486,980.197860448797,980.197860448797,403.397231039575,403.397231039575,564.255911213551,564.255911213551,2288.16,91.2935915011008,1424.35631951888
"40ug9",2016-09-14,"ugami","ug9",625,NA,45,"no",0,30,10,60,0,0.5,510,19,0,0,"","med",40,304,"spal",7,0,172,10.63,0,9.77,7.09,6.26,0.99,45.6036731187748,16.03,10.63,8.08,0.760112888052681,0.760112888052681,1771.78710560345,1.50799623706491,1.50799623706491,3515.06773549794,2330.95259066395,1.53,42.82,27.98,184.582727763549,260.833136317322,3515.06773549794,2330.95259066395,1771.78710560345,696.16,461.645714285714,278.350058894608,278.350058894608,393.33538806836,393.33538806836,140.303710284993,140.303710284993,198.262628545998,198.262628545998,350.902857142857,79.0383240283516,2503.26590366252
"41fb1",2016-10-27,"fluxb","fb1",2500,0.77,37,"no",0,20,1,79,0,10,1425,30,0,0,"","med",41,120,"spal",3,1,137,8.25,2.1,7.66,3.53,2.08,1.78,45.6036731187748,9.74,10.35,5.31,0.513043478260869,0.643636363636364,1164.37989242009,1.18060606060606,0.941062801932367,2135.79287234872,2269.55402759848,1.03,43.4,42.33,228.690411322263,210.118876223561,2135.79287234872,2269.55402759848,1164.37989242009,389.6,414,215.212039253995,269.993285609557,197.735058397825,248.067618717271,117.328124069683,147.193464741966,107.800119106001,135.240149423892,212.4,99.2516385138622,1911.92055457709
"41fb2",2016-10-27,"fluxb","fb2",625,0.91,40.2,"no",0,15,20,65,0,6,639,13,0,0,"","med",41,208,"spal",3,0,99,3.55,0,6.94,3.33,3.23,1.98,45.6036731187748,10.17,3.55,5.31,1.49577464788732,1.49577464788732,1164.37989242009,2.86478873239437,2.86478873239437,2230.08352277068,778.446067437161,1.02,41.66,41,447.391464359974,382.301044633707,2230.08352277068,778.446067437161,1164.37989242009,705.12,246.133333333333,1281.68202606787,1281.68202606787,1095.21172504924,1095.21172504924,669.196810070835,669.196810070835,571.83621042394,571.83621042394,368.16,186.383284052365,1253.35342728059
"41fb3",2016-10-27,"fluxb","fb3",625,0.93,44.2,"no",0,30,15,55,0,9,287,9,0,0,"","med",41,144,"spal",1,1,48,1.36,0,6.04,2.68,4.16,3.4,45.6036731187748,10.2,1.36,6.08,4.47058823529412,4.47058823529412,1333.22594085012,7.5,7.5,2236.66194024198,298.221592032264,1.48,42.87,29.04,128.278396346463,153.989885605727,2236.66194024198,298.221592032264,1333.22594085012,1468.8,195.84,962.087972598474,962.087972598474,1154.92414204295,1154.92414204295,573.479889548894,573.479889548894,688.42537094325,688.42537094325,875.52,54.9929485137288,1086.70457028597
"41fb4",2016-10-27,"fluxb","fb4",625,0.66,36.2,"no",0,10,30,60,0,10,305,11,0,0,"","med",41,176,"spal",4,4,124.5,2.67,4.18,16.77,7.99,1,0.16,45.6036731187748,17.77,6.85,8.15,1.18978102189781,3.05243445692884,1787.13674636982,6.65543071161049,2.59416058394161,3896.61594883334,1502.07198928016,1.25,39.95,31.97,128.328001112885,159.003619527924,3896.61594883334,1502.07198928016,1787.13674636982,781.88,301.4,332.903442303061,854.078119766279,412.480922483387,1058.23757266337,152.682220302192,391.712812385772,189.179488927384,485.348127023437,358.6,51.2670364445975,2156.77583127634
"41fb5",2016-10-27,"fluxb","fb5",625,0.77,45.4,"no",0,25,5,70,0,9,534,15,0,0,"","med",41,240,"spal",2,0,76,1.68,0,4.81,3.22,1.49,0.4,45.6036731187748,6.3,1.68,3.62,2.15476190476191,2.15476190476191,793.795708203528,3.75,3.75,1381.46766897299,368.391378392797,1.32,40.78,30.88,238.40392499376,288.654042860478,1381.46766897299,368.391378392797,793.795708203527,756,201.6,894.0147187266,894.0147187266,1082.45266072679,1082.45266072679,513.703695522269,513.703695522269,621.980735211269,621.980735211269,434.4,97.2211206124553,713.592519515768
"41fb6",2016-10-27,"fluxb","fb6",625,0.9,41.5,"no",0,10,30,60,0,4,300.5,9,0,0,"","med",41,144,"spal",3,0,51,1.05,0,8.12,2.81,0.36,0.14,45.6036731187748,8.48,1.05,2.95,2.80952380952381,2.80952380952381,646.877718011162,8.07619047619047,8.07619047619047,1859.49933855412,230.244611495498,1.21,39.91,33.12,155.073346120152,166.402037284802,1859.49933855412,230.244611495498,646.877718011162,407.04,50.4,1252.40188104656,1252.40188104656,1343.89454873821,1343.89454873821,435.682258147093,435.682258147093,467.510485704919,467.510485704919,141.6,61.8897724365525,834.016810464802
"41fb7",2016-10-27,"fluxb","fb7",2500,1.77,39.3,"no",0,40,40,20,0,2,1498,29,0,0,"","med",41,116,"spal",1,2,35,1.21,2.07,7.38,3.67,6.4,3.31,45.6036731187748,13.78,3.28,6.98,2.12804878048781,5.76859504132231,1530.57846498912,11.3884297520661,4.20121951219512,3021.68642515044,719.240310195461,1,40.37,40.38,234.204375737697,220.646683684892,3021.68642515044,719.240310195461,1530.57846498912,1598.48,380.48,983.94399319069,2667.22008071526,926.985152798114,2512.81925717175,498.398336173513,1351.03020053647,469.546906134313,1272.82136538888,809.68,94.5483064853082,1510.21212305914
"41fb8",2016-10-27,"fluxb","fb8",625,0.7,34,"no",0,10,5,85,0,1.5,182.5,7,0,0,"","med",41,112,"spal",3,3,109,2.01,3.64,7.04,3.01,0.96,0.52,45.6036731187748,8,5.65,3.53,0.624778761061947,1.75621890547264,774.060455789628,3.98009950248756,1.41592920353982,1754.24465901332,1238.93529042816,1.24,40.84,33,51.3027310491789,88.8845584010435,1754.24465901332,1238.93529042816,774.060455789627,298.666666666667,210.933333333333,72.6410351138816,204.18997432509,125.854241983778,353.76938667082,32.0528567440003,90.098826170946,55.5331842753422,156.100741868499,131.786666666667,20.9520353604847,1222.4146913519
"41fb9",2016-10-27,"fluxb","fb9",625,0.77,47.9,"no",0,30,20,50,0,1,172,8,0,0,"","med",41,128,"spal",2,0,36,0.95,0,5.27,3.22,11.25,4.79,45.6036731187748,16.52,0.95,8.01,8.43157894736842,8.43157894736842,1756.43746483709,17.3894736842105,17.3894736842105,3622.51522086251,208.316553257832,1.49,41.48,27.91,42.1486015347398,80.5274429888288,3622.51522086251,208.316553257832,1756.43746483709,1057.28,60.8,732.941997214634,732.941997214634,1400.329850711,1400.329850711,355.379261361333,355.379261361333,678.97349299002,678.97349299002,512.64,17.4832399166101,1589.02901990512
"41m1",2016-10-26,"fluxa","m1",625,NA,43,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,"spal",4,1,30,1.23,0.27,8.07,5.08,4.79,3.89,45.6036731187748,12.86,1.5,8.97,5.98,7.29268292682927,1966.94682391869,10.4552845528455,8.57333333333333,2819.94828936391,328.920873564998,1.21,34.92,28.91,176.676358904473,241.661833303573,2819.94828936391,328.920873564998,1966.94682391869,1459.2,188,2186.07548084468,1428.28274478372,2990.16241740954,1953.63674416065,869.201471421322,946.508151390743,1188.91300679008,1294.65479433803,966,61.695384529442,1051.08901809635
"41m2",2016-10-26,"fluxa","m2",625,0.2,32.4,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,"spal",1,0,45,2.05,0,14.41,8.97,3.25,2.61,45.6036731187748,17.66,2.05,11.58,5.64878048780488,5.64878048780488,2539.26914392178,8.61463414634146,8.61463414634146,3872.4950847719,449.525193872163,1.11,38.8,34.8,188.862711409646,250.269778426322,3872.4950847719,449.525193872163,2539.26914392178,1361.92,175.466666666667,2336.86128250869,1526.79936077535,3096.67139172836,2023.2248857949,929.155138082986,1011.79409034369,1231.2618451576,1340.77013357146,901.6,73.2787320269426,1167.87668677372
"41m3",2016-10-26,"fluxa","m3",625,NA,42.5,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,"spal",2,0,58,1.15,0,5.56,3.49,0.4,0.11,45.6036731187748,5.96,1.15,3.6,3.1304347826087,3.1304347826087,789.410096555994,5.18260869565217,5.18260869565217,1306.91227096492,252.172669733165,1.8,42.84,23.82,145.05741861924,207.027476678748,1306.91227096492,252.172669733165,789.410096555994,1361.92,175.466666666667,1794.84379304873,1172.66967296259,2561.61997810504,1673.64651654525,713.64455599062,777.116021601088,1018.52103173072,1109.1081764043,901.6,62.1425981364824,1289.48034178831
"41m4",2016-10-26,"fluxa","m4",625,NA,49.8,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37333333333333,38.8533333333333,38.8533333333333,180.904133400514,194.792240405578,2666.45188170025,343.539579056775,1765.20868813215,972.8,125.333333333333,2238.38714394236,1462.4608170452,2410.22932128502,1574.73471557946,890.001016055267,969.157605157833,958.32686971736,1043.56035247043,644,NA,NA
"41m5",2016-10-26,"fluxa","m5",625,NA,36.3,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37333333333333,38.8533333333333,38.8533333333333,162.270000352698,284.00184651423,2666.45188170025,343.539579056775,1765.20868813215,2432,313.333333333333,2007.82080436405,1311.81920963812,3514.04951420274,2295.92085425709,798.325955711852,869.328975378374,1397.21479663283,1521.48292166856,1610,NA,NA
"41m6",2016-10-26,"fluxa","m6",625,NA,36.7,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37333333333333,38.8533333333333,38.8533333333333,96.5142631284536,143.859903405287,2666.45188170025,343.539579056775,1765.20868813215,972.8,125.333333333333,1194.2031491094,780.238270171846,1780.02653813475,1162.98874945188,474.824928726062,517.055803860805,707.753094379845,770.700574064987,644,NA,NA
"41s1",2016-10-26,"fluxa","s1",625,NA,49.3,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,"spal",5,2,112,2.55,0.99,8.27,4.73,2.74,0.71,45.6036731187748,11.01,3.54,5.44,1.53672316384181,2.13333333333333,1192.88636812906,4.31764705882353,3.11016949152542,2414.27921196708,776.253261613394,1.59,39.25,24.69,313.642851236714,483.088481148695,2414.27921196708,776.253261613394,1192.88636812906,2286.08,669.013333333333,1928.90353510579,2039.94766934397,2970.99415906447,3142.02991498262,672.972172774389,1099.40346717176,1036.5455597633,1693.3564690903,1199.78666666667,123.10481911041,993.507325941262
"41s2",2016-10-26,"fluxa","s2",625,NA,47.6,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,"spal",2,1,34,0.63,0.57,5.99,3.74,1.48,0.41,45.6036731187748,7.47,1.2,4.15,3.45833333333333,6.58730158730159,910.01441686316,11.8571428571429,6.225,1638.02595035369,263.136698851998,1.73,36.97,21.39,268.978250475637,417.473419273512,1638.02595035369,263.136698851998,910.01441686316,2143.2,627.2,1654.21624042517,1749.4470318658,2567.4615285321,2715.26650552388,577.136947129163,942.84189804003,895.757684054499,1463.35783771763,1124.8,99.441259200843,935.795308026712
"41s3",2016-10-26,"fluxa","s3",625,NA,41.1,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,"spal",7,2,143,2.49,0.61,6.44,3.48,1.87,0.99,45.6036731187748,8.31,3.1,4.47,1.44193548387097,1.79518072289157,980.184203223693,3.33734939759036,2.68064516129032,1822.22163955009,679.769805367662,1.27,41.83,32.92,319.55859841116,424.915701245996,1822.22163955009,679.769805367662,980.184203223693,1643.12,480.853333333333,1965.28538022863,2078.42396368116,2613.23156266288,2763.67145307651,685.665378482324,1120.13976939849,911.726320513687,1489.44505944756,862.346666666667,133.671361715388,1058.81303042352
"41s4",2016-10-26,"fluxa","s4",625,NA,45.4,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,39.35,39.35,199.23964279247,335.423895433714,1958.17560062362,573.053255277685,1027.69499607197,1928.88,564.48,1225.32380317369,1295.86388898332,2062.85695691734,2181.61259226617,427.501327653874,698.389117495895,719.706975052689,1175.75194893815,1012.32,NA,NA
"41s5",2016-10-26,"fluxa","s5",625,NA,52,"no",0,NA,NA,NA,0,0,NA,NA,0,0,"","med",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,39.35,39.35,171.764977666504,312.662492843542,1958.17560062362,573.053255277685,1027.69499607197,2000.32,585.386666666667,1056.354612649,1117.1673911396,1922.87433098778,2033.57137282904,368.549927954617,602.082946385133,670.868653069256,1095.9670444627,1049.81333333333,NA,NA
